Taille image;Nombre de points;Cycles scalaire;Cycles SIMD naif;Cycles SIMD opti;Cycles SIMD fusion;
1242x1242;1542564;58287764;3440109;1420349;2008376;
1243x1243;1545049;59117284;3487320;1433459;1963800;
1244x1244;1547536;58953712;3446435;1417896;1997377;
1245x1245;1550025;58849952;3456632;1421297;1996900;
1246x1246;1552516;58510957;3498276;1418436;1974472;
1247x1247;1555009;59096177;3454010;1423952;1989314;
1248x1248;1557504;59042546;3454910;1425598;1970612;
1249x1249;1560001;59200721;3460592;1433655;1988866;
1250x1250;1562500;59644046;3463364;1443568;2000530;
1251x1251;1565001;58777034;3465546;1412522;1974250;
1252x1252;1567504;59172494;3468635;1437730;2028451;
1253x1253;1570009;59508540;3495918;1455994;2019204;
1254x1254;1572516;59396512;3470838;1420006;1969008;
1255x1255;1575025;60126790;3487668;1423570;1979876;
1256x1256;1577536;59570600;3533882;1406224;1999675;
1257x1257;1580049;59838599;3481292;1410778;2014860;
1258x1258;1582564;60000930;3567482;1433818;1995674;
1259x1259;1585081;59713886;3487070;1433621;2015481;
1260x1260;1587600;59773110;3580131;1440408;2000924;
1261x1261;1590121;60132354;3493492;1437344;1994452;
1262x1262;1592644;60003790;3575572;1473036;2024185;
1263x1263;1595169;60945744;3529852;1441546;2017482;
1264x1264;1597696;60751042;3532314;1456222;2046570;
1265x1265;1600225;61425549;3512130;1438240;2021968;
1266x1266;1602756;60964434;3525026;1433933;1998544;
1267x1267;1605289;61278076;3615042;1443924;2027162;
1268x1268;1607824;60515197;3611522;1451752;2070956;
1269x1269;1610361;60989292;3515121;1501668;2068814;
1270x1270;1612900;61782575;3544008;1468974;2054666;
1271x1271;1615441;61583730;3586133;1465784;2030136;
1272x1272;1617984;60955132;3523748;1458578;2006794;
1273x1273;1620529;61652045;3523094;1454332;1998542;
1274x1274;1623076;62416905;3648030;1453844;2011490;
1275x1275;1625625;62669918;3531860;1453806;2070423;
1276x1276;1628176;61988128;3610252;1453966;2076481;
1277x1277;1630729;62215324;3557358;1489086;2042209;
1278x1278;1633284;62252244;3620914;1449196;2038778;
1279x1279;1635841;63385942;3543328;1448018;2050289;
1280x1280;1638400;62345180;3665010;1462241;2082253;
1281x1281;1640961;62673874;4051955;1771674;2310690;
1282x1282;1643524;62412530;3963376;1831428;2411897;
1283x1283;1646089;62695508;3996886;1827940;2310610;
1284x1284;1648656;62774581;3930438;1804090;2325461;
1285x1285;1651225;63120233;3930999;1780180;2305878;
1286x1286;1653796;63048828;3935740;1824754;2349600;
1287x1287;1656369;63195464;3940177;1801828;2284544;
1288x1288;1658944;62357982;3963401;1787028;2300334;
1289x1289;1661521;63100250;3969113;1791476;2283162;
1290x1290;1664100;63224630;3999646;1786122;2328928;
1291x1291;1666681;63295561;3954022;1808510;2580113;
1292x1292;1669264;63053696;4065494;1831639;2407070;
1293x1293;1671849;63155519;3958784;1833402;2316750;
1294x1294;1674436;63910760;4164040;1800165;2279442;
1295x1295;1677025;63297317;3987575;1796862;2315197;
1296x1296;1679616;63781960;4068718;1820096;2303975;
1297x1297;1682209;63530006;3970973;1815784;2317006;
1298x1298;1684804;64013582;3977190;1791152;2315688;
1299x1299;1687401;64107440;3979696;1806846;2326812;
1300x1300;1690000;64550357;4013947;1809214;2641028;
1301x1301;1692601;63995964;4008118;1813122;2383388;
1302x1302;1695204;64201028;4085686;1789108;2359630;
1303x1303;1697809;64731642;3995142;1768948;2473996;
1304x1304;1700416;64783245;3995482;1798981;2537753;
1305x1305;1703025;64368740;4087043;1812604;2335697;
1306x1306;1705636;64809955;4024254;1855574;2425864;
1307x1307;1708249;64478742;4047514;1819350;2379384;
1308x1308;1710864;65138087;4008122;1848533;2329952;
1309x1309;1713481;64591762;4003148;1899144;2318035;
1310x1310;1716100;65277892;4045230;1844639;2401296;
1311x1311;1718721;64985457;4016370;1836374;2344987;
1312x1312;1721344;65559628;4141413;1889204;2370020;
1313x1313;1723969;65091950;4066728;1837970;2330792;
1314x1314;1726596;65227045;4029259;1815956;2424053;
1315x1315;1729225;65727733;4123966;1854501;2363783;
1316x1316;1731856;65734558;4049788;1846748;2400876;
1317x1317;1734489;65763046;4089002;1846230;2419150;
1318x1318;1737124;65528458;4030580;1846806;2353650;
1319x1319;1739761;65897167;4116766;1851566;2407685;
1320x1320;1742400;66015901;4095146;1842049;2456008;
1321x1321;1745041;66889354;4081516;1845794;2373444;
1322x1322;1747684;66302590;4047869;1875708;2400474;
1323x1323;1750329;66609808;4051599;1836510;2334084;
1324x1324;1752976;66774941;4224900;1881540;2329051;
1325x1325;1755625;67035028;4146638;1858378;2379085;
1326x1326;1758276;67280798;4063254;1829880;2399744;
1327x1327;1760929;66860899;4059924;1868796;2459506;
1328x1328;1763584;67303820;4063571;1909504;2364515;
1329x1329;1766241;67683726;4104892;1855726;2351550;
1330x1330;1768900;67101746;4153080;1846766;2421800;
1331x1331;1771561;67979067;4183376;1854210;2370976;
1332x1332;1774224;67687448;4190405;1932699;2450621;
1333x1333;1776889;67300776;4085424;1879676;2368398;
1334x1334;1779556;67386192;4078871;1879723;2435708;
1335x1335;1782225;67904329;4138188;1888380;2421564;
1336x1336;1784896;68025208;4179912;1807433;2364496;
1337x1337;1787569;67898953;4089667;1807941;2461961;
1338x1338;1790244;68061305;4148939;1867100;2411560;
1339x1339;1792921;67897656;4246795;1869756;3089482;
1340x1340;1795600;68413802;4183767;1873391;2407166;
1341x1341;1798281;68187014;4181962;1880668;2432549;
1342x1342;1800964;68426705;4102478;1959157;2367154;
1343x1343;1803649;68693912;4128964;1858483;2403210;
1344x1344;1806336;68914610;4113430;1885445;2392947;
1345x1345;1809025;70020927;4458611;1983628;2433399;
1346x1346;1811716;71731643;4261947;1927984;2441985;
1347x1347;1814409;71855716;4113214;1900378;2428460;
1348x1348;1817104;68863476;4118740;1936303;2413710;
1349x1349;1819801;69205680;4122054;1911206;2427206;
1350x1350;1822500;69145948;4145320;1877278;2463949;
1351x1351;1825201;69277422;4206169;1965970;2370474;
1352x1352;1827904;69956058;4166491;1931037;2479588;
1353x1353;1830609;69624200;4154254;1895350;2413680;
1354x1354;1833316;69532805;4110820;2002884;2375274;
1355x1355;1836025;69757538;4111336;1867764;2404738;
1356x1356;1838736;69712056;4136630;1927778;2390052;
1357x1357;1841449;69886800;4120839;1909052;2403399;
1358x1358;1844164;70035438;4119969;1905652;2372796;
1359x1359;1846881;70144283;4129685;1896011;2481610;
1360x1360;1849600;70160022;4220648;1897932;2426621;
1361x1361;1852321;70609373;4129932;1929663;2520264;
1362x1362;1855044;71013892;4153160;1927537;2429812;
1363x1363;1857769;70284590;4138694;1894550;2458378;
1364x1364;1860496;71078120;4237101;1977255;2578163;
1365x1365;1863225;73898750;4254192;1974832;2672967;
1366x1366;1865956;72881455;4323317;1952697;2719607;
1367x1367;1868689;73285714;4317482;1951720;2446340;
1368x1368;1871424;71427115;4168065;1923020;2443360;
1369x1369;1874161;71186830;4160056;1934324;2436306;
1370x1370;1876900;71276255;4178710;1950736;2448070;
1371x1371;1879641;70873604;4251997;1904238;2457630;
1372x1372;1882384;71654131;4193202;1937260;2404786;
1373x1373;1885129;71015982;4188988;1904162;2462904;
1374x1374;1887876;71776441;4183220;1941292;2408886;
1375x1375;1890625;71738070;4179038;1986347;2464466;
1376x1376;1893376;72411465;4258764;1931512;2477503;
1377x1377;1896129;71950265;4203369;1926702;2427030;
1378x1378;1898884;71526644;4186652;1975306;2451330;
1379x1379;1901641;71846520;4199100;1962447;2420198;
1380x1380;1904400;71652782;4191862;1934402;2452338;
1381x1381;1907161;72329150;4232250;1951304;2468674;
1382x1382;1909924;72374004;4295003;1929740;2425373;
1383x1383;1912689;72423276;4245590;1979196;2465077;
1384x1384;1915456;72677504;4220218;1939128;2502868;
1385x1385;1918225;72614236;4202428;2078559;2456992;
1386x1386;1920996;72976076;4267112;1928129;2495328;
1387x1387;1923769;72991718;4218878;1931086;2478542;
1388x1388;1926544;73471634;4261939;1927980;2522135;
1389x1389;1929321;73956508;4234022;1953934;2473134;
1390x1390;1932100;73899677;4325890;1956652;2488013;
1391x1391;1934881;74081500;4229330;1959998;2508255;
1392x1392;1937664;73493070;4317452;1986541;2434541;
1393x1393;1940449;73252268;4232826;1952570;2621598;
1394x1394;1943236;73629359;4362074;1992409;2481433;
1395x1395;1946025;74270101;4331363;1956116;2467628;
1396x1396;1948816;74152870;4237604;1957196;2517342;
1397x1397;1951609;74166800;4256384;2051962;2484651;
1398x1398;1954404;74020124;4294202;1992308;2469320;
1399x1399;1957201;74272281;4257020;1921150;2488578;
1400x1400;1960000;74613182;4303654;1927874;2459072;
1401x1401;1962801;74823070;4252238;1962430;2506903;
1402x1402;1965604;75115486;4277126;1961586;2499476;
1403x1403;1968409;74865562;4302676;1947043;2477936;
1404x1404;1971216;74952044;4265778;1988058;2465246;
1405x1405;1974025;75430022;4302508;2003434;2538868;
1406x1406;1976836;75808379;4270966;1962704;2489691;
1407x1407;1979649;75315552;4385562;1955698;2503076;
1408x1408;1982464;75506083;4316426;1993446;2459438;
1409x1409;1985281;75523442;4690420;2384070;2818545;
1410x1410;1988100;75648776;4738769;2354530;2828174;
1411x1411;1990921;75566964;4696142;2377438;2788442;
1412x1412;1993744;75876459;4718928;2432134;2774463;
1413x1413;1996569;75790688;4766771;2396285;2752265;
1414x1414;1999396;76335338;4704126;2421412;2811483;
1415x1415;2002225;76297666;4704844;2388598;2789328;
1416x1416;2005056;75963520;4778348;2365168;2849081;
1417x1417;2007889;76476972;4782746;2397304;2833625;
1418x1418;2010724;76712337;4716445;2391350;2775176;
1419x1419;2013561;77073194;4741764;2412351;2803690;
1420x1420;2016400;77359270;4723014;2422620;2770244;
1421x1421;2019241;77536972;4748324;2439129;2849236;
1422x1422;2022084;76929906;4750124;2424666;2815786;
1423x1423;2024929;77207290;4752569;2408538;2770932;
1424x1424;2027776;76845984;4814836;2416046;2822434;
1425x1425;2030625;77427596;4807516;2412545;2841513;
1426x1426;2033476;75947692;4836125;2411918;2810138;
1427x1427;2036329;77447088;4796842;2488056;2805650;
1428x1428;2039184;77600704;4760640;2446150;2897465;
1429x1429;2042041;78098115;4774243;2408144;2796032;
1430x1430;2044900;77567975;4766067;2462026;2772074;
1431x1431;2047761;77897722;4813131;2433028;2824436;
1432x1432;2050624;78179208;4773338;2429691;2824062;
1433x1433;2053489;78541096;4777600;2461586;2841846;
1434x1434;2056356;78024127;4778766;2482844;2851336;
1435x1435;2059225;77509254;4784232;2496536;2799820;
1436x1436;2062096;78674651;4804984;2436972;2827098;
1437x1437;2064969;77955402;4781740;2404542;2789052;
1438x1438;2067844;78740822;4920318;2473508;2801380;
1439x1439;2070721;79805139;4867183;2484562;2848565;
1440x1440;2073600;78887575;4800553;2471507;2797268;
1441x1441;2076481;79183259;4825049;2443520;2800526;
1442x1442;2079364;78295432;4847060;2433262;2802751;
1443x1443;2082249;79531650;4810456;2432914;2818262;
1444x1444;2085136;79488560;4812248;2433143;2831613;
1445x1445;2088025;79747446;4809969;2477451;2809744;
1446x1446;2090916;79578166;4830224;2491366;2808136;
1447x1447;2093809;79612471;4838990;2542438;2843886;
1448x1448;2096704;79774436;4827692;2498428;2852667;
1449x1449;2099601;80260322;5006946;2458716;2866442;
1450x1450;2102500;79693684;4829210;2569763;2838667;
1451x1451;2105401;80226050;4834636;2506820;2878382;
1452x1452;2108304;79770520;4859646;2451224;2842077;
1453x1453;2111209;80461304;4837582;2425164;2890504;
1454x1454;2114116;80516565;4914933;2519442;2863106;
1455x1455;2117025;80143798;4891395;2434010;2829897;
1456x1456;2119936;80630172;4849404;2423888;2827180;
1457x1457;2122849;80229001;4897040;2428855;2863152;
1458x1458;2125764;80596670;4879474;2527628;2826321;
1459x1459;2128681;81039938;4878222;2461532;2907957;
1460x1460;2131600;80920514;4947472;2471242;2863006;
1461x1461;2134521;80915126;4935058;2453184;2837967;
1462x1462;2137444;81188226;4873808;2464011;2842928;
1463x1463;2140369;80913218;4915562;2487427;2910122;
1464x1464;2143296;80753878;4878986;2460537;2839902;
1465x1465;2146225;81816018;4873258;2507076;2854154;
1466x1466;2149156;81923154;4887120;2515393;2865761;
1467x1467;2152089;81676997;4896192;2479430;2872128;
1468x1468;2155024;82232428;4892349;2465984;2858320;
1469x1469;2157961;83117259;4899772;2537528;2859223;
1470x1470;2160900;82738702;4920581;2503641;2866815;
1471x1471;2163841;81835440;4895132;2480366;2870710;
1472x1472;2166784;82071034;4916832;2510194;2889115;
1473x1473;2169729;81764752;4878185;2493784;2844820;
1474x1474;2172676;81892829;4915428;2474454;2902680;
1475x1475;2175625;83094178;4930898;2477976;2882750;
1476x1476;2178576;82661479;4876300;2487024;2896444;
1477x1477;2181529;83038649;4888494;2484260;2878763;
1478x1478;2184484;82438682;4899607;2491220;2903710;
1479x1479;2187441;82843287;4920089;2476163;2964684;
1480x1480;2190400;83351814;4972749;2548334;2867323;
1481x1481;2193361;83806430;4924035;2506570;2866391;
1482x1482;2196324;83016230;4908221;2586613;2860868;
1483x1483;2199289;84311381;4918104;2524604;2863680;
1484x1484;2202256;84421953;4912976;2544787;2861650;
1485x1485;2205225;84858659;4914058;2509945;2867728;
1486x1486;2208196;84114854;5037880;2512154;2873174;
1487x1487;2211169;83973704;4984203;2537054;2940380;
1488x1488;2214144;84209886;4964478;2491915;2981206;
1489x1489;2217121;84426471;4942995;2494245;3032126;
1490x1490;2220100;83471277;4960857;2547676;2963828;
1491x1491;2223081;85458056;4938113;2640697;2901632;
1492x1492;2226064;85139388;4934939;2537106;2977598;
1493x1493;2229049;84585888;5065458;2552957;3010468;
1494x1494;2232036;85294222;4934558;2505400;2934035;
1495x1495;2235025;84146566;4995974;2504695;2888916;
1496x1496;2238016;84675328;4952264;2529784;2901286;
1497x1497;2241009;85595603;5033626;2553466;2952362;
1498x1498;2244004;86123260;5039068;2536580;2892403;
1499x1499;2247001;85678371;5102922;2529558;2952156;
1500x1500;2250000;85873884;5003112;2527087;3011278;
1501x1501;2253001;85798566;4973992;2559632;2941314;
1502x1502;2256004;86032046;4990984;2548141;2901866;
1503x1503;2259009;86731924;5021866;2601522;2997163;
1504x1504;2262016;85380666;5163462;2565833;2904650;
1505x1505;2265025;86451762;5131478;2538114;2974330;
1506x1506;2268036;86547230;5017356;2555089;2912820;
1507x1507;2271049;86436751;5081624;2525544;2912342;
1508x1508;2274064;87104862;4983815;2523214;2953232;
1509x1509;2277081;85915929;5032214;2525692;2957650;
1510x1510;2280100;87113240;5001070;2585388;2929013;
1511x1511;2283121;86121584;5119882;2753264;2918080;
1512x1512;2286144;87416514;5135512;2595052;2927702;
1513x1513;2289169;87111437;5010677;2617845;2925443;
1514x1514;2292196;87187884;5038344;2547586;2930133;
1515x1515;2295225;87230162;5031444;2567482;3002104;
1516x1516;2298256;86764948;5032978;2552342;3002514;
1517x1517;2301289;86225308;5018067;2603838;2932228;
1518x1518;2304324;86697686;5014674;2596530;3046673;
1519x1519;2307361;86824786;5018332;2605808;2947142;
1520x1520;2310400;88421232;5099070;2560291;3034575;
1521x1521;2313441;88266503;5059400;2576947;3002924;
1522x1522;2316484;88155512;5039874;2553278;2968473;
1523x1523;2319529;88391958;5095386;2612929;2949179;
1524x1524;2322576;87928963;5046914;2595826;2942421;
1525x1525;2325625;88032216;5053644;2591374;3009262;
1526x1526;2328676;88543510;5048046;2622009;2950122;
1527x1527;2331729;88846290;5059806;2611769;2970918;
1528x1528;2334784;88675754;5217150;2567756;2968972;
1529x1529;2337841;88999934;5065851;2577386;3027304;
1530x1530;2340900;89878675;5065544;2591830;2964294;
1531x1531;2343961;89675190;5084761;2583792;3009138;
1532x1532;2347024;89517088;5078040;2634978;2956652;
1533x1533;2350089;89801862;5080776;2582488;3039452;
1534x1534;2353156;90002074;5076804;2545387;2986866;
1535x1535;2356225;89265164;5081676;2584328;3022544;
1536x1536;2359296;89549658;5087173;2580820;2991691;
1537x1537;2362369;89869984;5733554;3144741;3274036;
1538x1538;2365444;89602964;5544552;2863972;3273947;
1539x1539;2368521;89853851;5558264;2873840;3279940;
1540x1540;2371600;90422522;5549054;2904383;3280958;
1541x1541;2374681;89849604;5543808;2883026;3281320;
1542x1542;2377764;90716136;5578542;2924102;3302839;
1543x1543;2380849;90444406;5667770;2897164;3283490;
1544x1544;2383936;90916766;5571474;2911512;3301750;
1545x1545;2387025;91174340;5613037;2963596;3286650;
1546x1546;2390116;91286772;5577022;2915536;3320778;
1547x1547;2393209;91224224;5563222;2886573;3331718;
1548x1548;2396304;91790752;5576914;2854234;3297888;
1549x1549;2399401;90858448;5577384;2955512;3299978;
1550x1550;2402500;91279579;5573314;2918582;3300714;
1551x1551;2405601;91461914;5569674;2911508;3313348;
1552x1552;2408704;91544127;5633734;2942605;3304312;
1553x1553;2411809;91043318;5583922;2962114;3311752;
1554x1554;2414916;91428034;5593574;2972822;3322384;
1555x1555;2418025;91332666;5591504;2985558;3358738;
1556x1556;2421136;91561404;5593795;2907809;3319966;
1557x1557;2424249;91936920;5596256;2975635;3315841;
1558x1558;2427364;92165541;5607708;2999296;3321366;
1559x1559;2430481;92257116;5608136;2961796;3322546;
1560x1560;2433600;92531391;5628124;2859365;3324580;
1561x1561;2436721;91484532;5614564;2945336;3327006;
1562x1562;2439844;92399344;5621848;2984014;3325795;
1563x1563;2442969;92314334;5626338;3022949;3342443;
1564x1564;2446096;92920386;5658395;2982577;3334166;
1565x1565;2449225;92879304;5661188;2918600;3332991;
1566x1566;2452356;92373056;5633276;2964899;3331536;
1567x1567;2455489;93045106;5639929;3100014;3360698;
1568x1568;2458624;92688358;5643013;2913319;3339592;
1569x1569;2461761;93273700;5643780;3010699;3344232;
1570x1570;2464900;93655535;5652094;3076122;3349722;
1571x1571;2468041;93381966;5712568;2988288;3363102;
1572x1572;2471184;94597230;5707216;2908930;3358016;
1573x1573;2474329;95113018;5663005;2963558;3360792;
1574x1574;2477476;94657964;5676339;2978374;3400502;
1575x1575;2480625;94438337;5674638;2937468;3366832;
1576x1576;2483776;95208548;5831040;2949280;3367974;
1577x1577;2486929;95353927;5687150;2932084;3401403;
1578x1578;2490084;95763118;5682999;3017560;3402712;
1579x1579;2493241;95385106;5696026;3018028;3405008;
1580x1580;2496400;95651152;5746117;2957393;3371085;
1581x1581;2499561;95122412;5687482;3138460;3369622;
1582x1582;2502724;95885968;5688746;2986983;3374614;
1583x1583;2505889;95806842;5723106;2952390;3371682;
1584x1584;2509056;96014613;5785606;2977689;3382170;
1585x1585;2512225;96544974;7519301;3088507;3660543;
1586x1586;2515396;102656387;6335948;4141646;4891627;
1587x1587;2518569;95702198;5759133;3018404;3381220;
1588x1588;2521744;95287515;5796858;2932072;3388958;
1589x1589;2524921;95987834;5718296;3002873;3387858;
1590x1590;2528100;95343022;5720163;3078612;3387330;
1591x1591;2531281;94821748;5723948;3118681;3486556;
1592x1592;2534464;96320472;5730181;2991812;3392026;
1593x1593;2537649;96971515;5729416;2970134;3392818;
1594x1594;2540836;96732979;5729519;3090575;3404824;
1595x1595;2544025;96389980;5729774;3060886;3428292;
1596x1596;2547216;96253356;5742958;3040332;3402789;
1597x1597;2550409;97101379;5755996;3071772;3426456;
1598x1598;2553604;97195495;5781506;2995568;3411148;
1599x1599;2556801;96684918;5965046;3014272;3433646;
1600x1600;2560000;96997112;5756597;3020004;3410110;
1601x1601;2563201;98119984;5728592;3038570;3398094;
1602x1602;2566404;97732630;5735040;3042270;3397299;
1603x1603;2569609;97120332;5721686;2946630;3400344;
1604x1604;2572816;98238412;5838376;2980294;3404932;
1605x1605;2576025;97279608;5735814;3050678;3407275;
1606x1606;2579236;98086254;5736002;3010204;3408020;
1607x1607;2582449;99091594;5745200;2957154;3408120;
1608x1608;2585664;98679774;5756544;2976620;3414489;
1609x1609;2588881;98060263;5769182;3045549;3415798;
1610x1610;2592100;97522555;5755854;3099272;3413387;
1611x1611;2595321;99002856;6022087;3082532;3528447;
1612x1612;2598544;97491125;5760379;2972412;3422494;
1613x1613;2601769;98804683;5774232;2992366;3549637;
1614x1614;2604996;97741296;5767397;3057824;3422586;
1615x1615;2608225;98534460;5775784;2996239;3442632;
1616x1616;2611456;99789081;5794646;3026816;3537892;
1617x1617;2614689;100109564;5796116;3043746;3430608;
1618x1618;2617924;100301775;5779705;2977194;3429884;
1619x1619;2621161;100435034;5801836;3002826;3432966;
1620x1620;2624400;100042683;5785244;3009884;3437084;
1621x1621;2627641;100289342;5790525;3034646;3517416;
1622x1622;2630884;99925424;5801709;3071482;3439539;
1623x1623;2634129;100513064;5811708;2998552;3444984;
1624x1624;2637376;100065962;5809746;3022641;3455684;
1625x1625;2640625;100626972;5816748;3079768;3445021;
1626x1626;2643876;99668052;5820302;3026004;3448664;
1627x1627;2647129;100793310;5815721;3021370;3455172;
1628x1628;2650384;102049394;5828332;3014732;3454114;
1629x1629;2653641;101043310;5856684;3067478;3461151;
1630x1630;2656900;100523200;5858472;3008124;3459954;
1631x1631;2660161;101483849;5836088;3031959;3459894;
1632x1632;2663424;101850410;5833846;3052862;3473817;
1633x1633;2666689;101471947;5837352;3036046;3473318;
1634x1634;2669956;101899346;5849686;3146936;3473736;
1635x1635;2673225;101043718;5845045;3055910;3479100;
1636x1636;2676496;102792120;5924358;3093528;3516698;
1637x1637;2679769;103217191;5871652;3079956;3470226;
1638x1638;2683044;103235224;5971752;3046708;3475797;
1639x1639;2686321;101831925;5904127;3046200;3479460;
1640x1640;2689600;102630782;5868756;3079193;3489424;
1641x1641;2692881;102534193;5882510;3084068;3501221;
1642x1642;2696164;102466937;5874360;3048799;3487756;
1643x1643;2699449;102858128;5917680;3040178;3534357;
1644x1644;2702736;103202210;5871902;3185722;3489138;
1645x1645;2706025;102298903;5942837;3058846;3490776;
1646x1646;2709316;102921693;5885736;3039650;3490220;
1647x1647;2712609;103322875;5886066;3069710;3525018;
1648x1648;2715904;103841057;5899670;3122061;3496716;
1649x1649;2719201;103118060;5900902;3101704;3495308;
1650x1650;2722500;103895821;5909966;3140900;3508219;
1651x1651;2725801;102274352;5966646;3106902;3501816;
1652x1652;2729104;103595894;5909146;3085990;3502272;
1653x1653;2732409;104739582;5912806;3064204;3508140;
1654x1654;2735716;103431382;5905262;3181678;3559434;
1655x1655;2739025;104597164;5917054;3091149;3508544;
1656x1656;2742336;104616520;5997662;3128346;3597942;
1657x1657;2745649;105137214;5927584;3067484;3517502;
1658x1658;2748964;104498903;5929907;3090511;3532295;
1659x1659;2752281;105091879;5933868;3153767;3520982;
1660x1660;2755600;105378403;5945786;3146408;3519995;
1661x1661;2758921;104524051;5952414;3154910;3523485;
1662x1662;2762244;104759240;5950754;3164467;3523866;
1663x1663;2765569;104542422;5993306;3238301;3526814;
1664x1664;2768896;105988140;5960680;3108167;3528942;
1665x1665;2772225;106340216;6446689;3345006;3864413;
1666x1666;2775556;106372696;6444678;3414446;3857666;
1667x1667;2778889;106512304;6451574;3347251;3883968;
1668x1668;2782224;105791088;6439658;3415594;3859626;
1669x1669;2785561;106618421;6471118;3363091;3869820;
1670x1670;2788900;106427930;6444593;3396829;3866814;
1671x1671;2792241;106350536;6459856;3460744;3869540;
1672x1672;2795584;106801419;6464007;3346258;3914577;
1673x1673;2798929;107008697;6477942;3429959;3892070;
1674x1674;2802276;106403522;6470654;3359576;3874338;
1675x1675;2805625;106334776;6486302;3368996;3877466;
1676x1676;2808976;107124264;6528828;3379977;3884473;
1677x1677;2812329;107210018;6481225;3475676;3957478;
1678x1678;2815684;107715948;6490162;3366624;3884116;
1679x1679;2819041;107570824;6542446;3442626;3887618;
1680x1680;2822400;107222960;6494043;3389360;3896372;
1681x1681;2825761;107743320;6497122;3415740;3894666;
1682x1682;2829124;107121105;6509302;3408868;3889649;
1683x1683;2832489;107800114;6505342;3412766;3896240;
1684x1684;2835856;108061949;6508304;3514889;3900116;
1685x1685;2839225;107957880;6511126;3486763;3901444;
1686x1686;2842596;107184932;6512178;3472267;3902936;
1687x1687;2845969;107657595;6591314;3415118;3907510;
1688x1688;2849344;107508022;6521553;3380716;3941420;
1689x1689;2852721;108792566;6540314;3418084;3910124;
1690x1690;2856100;108222288;6604666;3440922;3973126;
1691x1691;2859481;109081160;6539716;3430142;3915615;
1692x1692;2862864;108869458;6534823;3487752;3924286;
1693x1693;2866249;109952198;6556703;3389171;3916984;
1694x1694;2869636;110382920;6546958;3407680;3928873;
1695x1695;2873025;109159715;6640400;3427680;4047054;
1696x1696;2876416;109510541;6595822;3615002;3927926;
1697x1697;2879809;109788920;6556059;3398985;3940470;
1698x1698;2883204;110638914;6585578;3499586;3934811;
1699x1699;2886601;110697968;6564612;3399494;3935398;
1700x1700;2890000;110603476;6699228;3418808;3942864;
1701x1701;2893401;110710233;6572796;3431054;3975248;
1702x1702;2896804;110257508;6575136;3510324;3944177;
1703x1703;2900209;110566196;6585351;3452077;3976478;
1704x1704;2903616;109848334;6574184;3457456;3943259;
1705x1705;2907025;111278556;6591140;3413117;3956612;
1706x1706;2910436;110974202;6677270;3429956;3979272;
1707x1707;2913849;111385044;6599674;3424809;3950254;
1708x1708;2917264;110542955;6607926;3421420;3953394;
1709x1709;2920681;111792110;6621221;3468205;3979442;
1710x1710;2924100;111955622;6609918;3491792;3959766;
1711x1711;2927521;111922034;6607880;3450568;3959585;
1712x1712;2930944;112420332;6616756;3546934;3968968;
1713x1713;2934369;112105762;6628620;3437208;3970236;
1714x1714;2937796;111530234;6621997;3526020;4076277;
1715x1715;2941225;112288459;6627070;3501116;3979014;
1716x1716;2944656;112705356;6641320;3544514;3968934;
1717x1717;2948089;112788136;6631685;3456563;4072276;
1718x1718;2951524;113154498;6635007;3449501;3993618;
1719x1719;2954961;112235902;7146111;3639710;4322825;
1720x1720;2958400;111292602;6684636;3469100;3987536;
1721x1721;2961841;112280650;6697626;3489886;3983773;
1722x1722;2965284;112712258;6692779;3503840;4014640;
1723x1723;2968729;113976717;6661384;3525097;4001674;
1724x1724;2972176;113557468;7350442;3762752;4230380;
1725x1725;2975625;133858612;7249161;4157284;4144390;
1726x1726;2979076;119953332;7237398;3552399;4183829;
1727x1727;2982529;120696830;6770320;3917030;4526278;
1728x1728;2985984;123690076;7257334;5192496;4499456;
1729x1729;2989441;114782270;6645849;3445905;4084373;
1730x1730;2992900;115126761;6639562;3495651;4040610;
1731x1731;2996361;115005696;6655093;3457066;3992618;
1732x1732;2999824;115233585;6689148;3471855;4027134;
1733x1733;3003289;114175074;6732326;3551847;4077832;
1734x1734;3006756;114535274;6654942;3476370;4005243;
1735x1735;3010225;114719537;6704910;3461052;4066276;
1736x1736;3013696;115547485;6898758;3481076;4111364;
1737x1737;3017169;114653643;6671244;3558575;4003322;
1738x1738;3020644;115995888;6667562;3507762;4013961;
1739x1739;3024121;115834035;6686147;3526941;4007822;
1740x1740;3027600;114972200;6685674;3524864;4022075;
1741x1741;3031081;115301496;6694310;3472580;4098076;
1742x1742;3034564;117477799;6712152;3524714;4014291;
1743x1743;3038049;116235163;6725807;3522638;4021780;
1744x1744;3041536;115946383;6702178;3520684;4027611;
1745x1745;3045025;116267346;6894400;3565998;4032147;
1746x1746;3048516;116260798;6735086;3530626;4171168;
1747x1747;3052009;116727902;6801541;3484912;4088869;
1748x1748;3055504;117714761;6727080;3536250;4025930;
1749x1749;3059001;116263812;6721056;3521642;4041758;
1750x1750;3062500;116276870;6720806;3496423;4040802;
1751x1751;3066001;115976649;6726215;3494762;4056126;
1752x1752;3069504;117450556;6728648;3645773;4128708;
1753x1753;3073009;117150215;6758752;3503844;4113671;
1754x1754;3076516;117624340;6741068;3611654;4046580;
1755x1755;3080025;117409955;6735229;3497814;4056606;
1756x1756;3083536;118263396;6748331;3525082;4047904;
1757x1757;3087049;118816589;6758979;3537942;4050530;
